,variable,language,year,state,value,total,percentage,NAME,ranking
62,B16001_066E,Chinese,2011,01,8406,4443763,0.189164003571,Alabama,3
63,B16001_069E,Japanese,2011,01,2676,4443763,0.0602192331139,Alabama,13
64,B16001_072E,Korean,2011,01,6232,4443763,0.140241502528,Alabama,6
65,B16001_075E,"Mon-Khmer, Cambodian",2011,01,727,4443763,0.0163600083983,Alabama,26
66,B16001_078E,Hmong,2011,01,99,4443763,0.00222784158381,Alabama,36
67,B16001_081E,Thai,2011,01,962,4443763,0.0216483192285,Alabama,22
68,B16001_084E,Laotian,2011,01,726,4443763,0.0163375049479,Alabama,27
69,B16001_087E,Vietnamese,2011,01,6258,4443763,0.140826592237,Alabama,5
70,B16001_090E,Other Asian languages,2011,01,4060,4443763,0.0913640083866,Alabama,7
71,B16001_093E,Tagalog,2011,01,2947,4443763,0.0663176681565,Alabama,12
72,B16001_096E,Other Pacific Island languages,2011,01,1230,4443763,0.0276792439201,Alabama,18
73,B16001_099E,Navajo,2011,01,30,4443763,0.000675103510246,Alabama,37
74,B16001_102E,Other Native North American languages,2011,01,577,4443763,0.0129844908471,Alabama,30
75,B16001_105E,Hungarian,2011,01,135,4443763,0.00303796579611,Alabama,35
76,B16001_108E,Arabic,2011,01,3656,4443763,0.0822726144486,Alabama,8
77,B16001_111E,Hebrew,2011,01,593,4443763,0.0133445460525,Alabama,28
78,B16001_114E,African languages,2011,01,2971,4443763,0.0668577509647,Alabama,11
79,B16001_117E,Other and unspecified languages,2011,01,868,4443763,0.0195329948964,Alabama,23
81,B16001_003E,Spanish or Spanish Creole,2012,01,149070,4472235,3.3332327125,Alabama,1
82,B16001_006E,"French (incl. Patois, Cajun)",2012,01,7259,4472235,0.162312579728,Alabama,4
83,B16001_009E,French Creole,2012,01,338,4472235,0.00755774238161,Alabama,32
84,B16001_012E,Italian,2012,01,1790,4472235,0.0400247303641,Alabama,15
85,B16001_015E,Portuguese or Portuguese Creole,2012,01,1326,4472235,0.0296496047278,Alabama,16
86,B16001_018E,German,2012,01,10069,4472235,0.225144698344,Alabama,2
87,B16001_021E,Yiddish,2012,01,20,4472235,0.000447203691219,Alabama,39
88,B16001_024E,Other West Germanic languages,2012,01,854,4472235,0.0190955976151,Alabama,24
89,B16001_027E,Scandinavian languages,2012,01,310,4472235,0.0069316572139,Alabama,33
90,B16001_030E,Greek,2012,01,878,4472235,0.0196322420445,Alabama,23
91,B16001_033E,Russian,2012,01,1268,4472235,0.0283527140233,Alabama,17
92,B16001_036E,Polish,2012,01,292,4472235,0.0065291738918,Alabama,34
93,B16001_039E,Serbo-Croatian,2012,01,349,4472235,0.00780370441178,Alabama,31
94,B16001_042E,Other Slavic languages,2012,01,519,4472235,0.0116049357871,Alabama,29
95,B16001_045E,Armenian,2012,01,24,4472235,0.000536644429463,Alabama,38
96,B16001_048E,Persian,2012,01,1080,4472235,0.0241489993258,Alabama,20
97,B16001_051E,Gujarati,2012,01,2425,4472235,0.0542234475603,Alabama,13
98,B16001_054E,Hindi,2012,01,3238,4472235,0.0724022776084,Alabama,10
99,B16001_057E,Urdu,2012,01,1190,4472235,0.0266086196275,Alabama,19
100,B16001_060E,Other Indic languages,2012,01,3587,4472235,0.0802059820202,Alabama,9
101,B16001_063E,Other Indo-European languages,2012,01,1027,4472235,0.0229639095441,Alabama,21
102,B16001_066E,Chinese,2012,01,8703,4472235,0.194600686234,Alabama,3
103,B16001_069E,Japanese,2012,01,2306,4472235,0.0515625855976,Alabama,14
104,B16001_072E,Korean,2012,01,6660,4472235,0.148918829176,Alabama,5
105,B16001_075E,"Mon-Khmer, Cambodian",2012,01,836,4472235,0.018693114293,Alabama,25
106,B16001_078E,Hmong,2012,01,160,4472235,0.00357762952975,Alabama,35
107,B16001_081E,Thai,2012,01,835,4472235,0.0186707541084,Alabama,26
108,B16001_084E,Laotian,2012,01,802,4472235,0.0179328680179,Alabama,27
109,B16001_087E,Vietnamese,2012,01,6337,4472235,0.141696489563,Alabama,6
110,B16001_090E,Other Asian languages,2012,01,3771,4472235,0.0843202559794,Alabama,8
111,B16001_093E,Tagalog,2012,01,3025,4472235,0.0676395582969,Alabama,12
112,B16001_096E,Other Pacific Island languages,2012,01,1235,4472235,0.0276148279328,Alabama,18
113,B16001_099E,Navajo,2012,01,79,4472235,0.00176645458032,Alabama,37
114,B16001_102E,Other Native North American languages,2012,01,663,4472235,0.0148248023639,Alabama,28
115,B16001_105E,Hungarian,2012,01,132,4472235,0.00295154436205,Alabama,36
116,B16001_108E,Arabic,2012,01,3807,4472235,0.0851252226236,Alabama,7
117,B16001_111E,Hebrew,2012,01,471,4472235,0.0105316469282,Alabama,30
118,B16001_114E,African languages,2012,01,3161,4472235,0.0706805433972,Alabama,11
119,B16001_117E,Other and unspecified languages,2012,01,910,4472235,0.0203477679505,Alabama,22
121,B16001_003E,Spanish or Spanish Creole,2013,01,151384,4497352,3.36606963386,Alabama,1
122,B16001_006E,"French (incl. Patois, Cajun)",2013,01,7379,4497352,0.164074326404,Alabama,5
123,B16001_009E,French Creole,2013,01,333,4497352,0.00740435705277,Alabama,33
124,B16001_012E,Italian,2013,01,1672,4497352,0.0371774324091,Alabama,15
125,B16001_015E,Portuguese or Portuguese Creole,2013,01,1374,4497352,0.0305513110826,Alabama,16
126,B16001_018E,German,2013,01,10038,4497352,0.223198006293,Alabama,2
127,B16001_021E,Yiddish,2013,01,18,4497352,0.000400235516366,Alabama,39
128,B16001_024E,Other West Germanic languages,2013,01,935,4497352,0.0207900115446,Alabama,22
129,B16001_027E,Scandinavian languages,2013,01,286,4497352,0.00635929764893,Alabama,34
130,B16001_030E,Greek,2013,01,918,4497352,0.0204120113347,Alabama,23
131,B16001_033E,Russian,2013,01,1325,4497352,0.0294617810658,Alabama,17
132,B16001_036E,Polish,2013,01,384,4497352,0.00853835768248,Alabama,32
133,B16001_039E,Serbo-Croatian,2013,01,465,4497352,0.0103394175061,Alabama,30
134,B16001_042E,Other Slavic languages,2013,01,556,4497352,0.0123628303944,Alabama,29
135,B16001_045E,Armenian,2013,01,50,4497352,0.00111176532324,Alabama,38
136,B16001_048E,Persian,2013,01,1010,4497352,0.0224576595294,Alabama,20
137,B16001_051E,Gujarati,2013,01,2630,4497352,0.0584788560024,Alabama,13
138,B16001_054E,Hindi,2013,01,3236,4497352,0.07195345172,Alabama,10
139,B16001_057E,Urdu,2013,01,1306,4497352,0.029039310243,Alabama,19
140,B16001_060E,Other Indic languages,2013,01,3191,4497352,0.0709528629291,Alabama,11
141,B16001_063E,Other Indo-European languages,2013,01,895,4497352,0.019900599286,Alabama,24
142,B16001_066E,Chinese,2013,01,9461,4497352,0.210368234463,Alabama,3
143,B16001_069E,Japanese,2013,01,1814,4497352,0.0403348459271,Alabama,14
144,B16001_072E,Korean,2013,01,7475,4497352,0.166208915824,Alabama,4
145,B16001_075E,"Mon-Khmer, Cambodian",2013,01,887,4497352,0.0197227168343,Alabama,25
146,B16001_078E,Hmong,2013,01,208,4497352,0.00462494374467,Alabama,35
147,B16001_081E,Thai,2013,01,828,4497352,0.0184108337528,Alabama,27
148,B16001_084E,Laotian,2013,01,935,4497352,0.0207900115446,Alabama,21
149,B16001_087E,Vietnamese,2013,01,6839,4497352,0.152067260913,Alabama,6
150,B16001_090E,Other Asian languages,2013,01,3442,4497352,0.0765339248518,Alabama,8
151,B16001_093E,Tagalog,2013,01,3115,4497352,0.0692629796378,Alabama,12
152,B16001_096E,Other Pacific Island languages,2013,01,1308,4497352,0.0290837808559,Alabama,18
153,B16001_099E,Navajo,2013,01,96,4497352,0.00213458942062,Alabama,37
154,B16001_102E,Other Native North American languages,2013,01,650,4497352,0.0144529492021,Alabama,28
155,B16001_105E,Hungarian,2013,01,145,4497352,0.00322411943739,Alabama,36
156,B16001_108E,Arabic,2013,01,4560,4497352,0.101392997479,Alabama,7
157,B16001_111E,Hebrew,2013,01,410,4497352,0.00911647565056,Alabama,31
158,B16001_114E,African languages,2013,01,3325,4497352,0.0739323939954,Alabama,9
159,B16001_117E,Other and unspecified languages,2013,01,858,4497352,0.0190778929468,Alabama,26
161,B16001_003E,Spanish or Spanish Creole,2010,02,22447,639829,3.50828111886,Alaska,2
162,B16001_006E,"French (incl. Patois, Cajun)",2010,02,1969,639829,0.307738473873,Alaska,8
163,B16001_009E,French Creole,2010,02,159,639829,0.0248503897135,Alaska,30
164,B16001_012E,Italian,2010,02,438,639829,0.0684557905315,Alaska,23
165,B16001_015E,Portuguese or Portuguese Creole,2010,02,469,639829,0.0733008350669,Alaska,22
166,B16001_018E,German,2010,02,4050,639829,0.632981624778,Alaska,6
167,B16001_021E,Yiddish,2010,02,0,639829,0.0,Alaska,39
168,B16001_024E,Other West Germanic languages,2010,02,351,639829,0.0548584074807,Alaska,24
169,B16001_027E,Scandinavian languages,2010,02,655,639829,0.102371102279,Alaska,18
170,B16001_030E,Greek,2010,02,105,639829,0.0164106347165,Alaska,34
171,B16001_033E,Russian,2010,02,4266,639829,0.666740644766,Alaska,5
172,B16001_036E,Polish,2010,02,637,639829,0.0995578506132,Alaska,20
173,B16001_039E,Serbo-Croatian,2010,02,101,639829,0.0157854676796,Alaska,35
174,B16001_042E,Other Slavic languages,2010,02,544,639829,0.0850227170072,Alaska,21
175,B16001_045E,Armenian,2010,02,7,639829,0.00109404231443,Alaska,37
176,B16001_048E,Persian,2010,02,118,639829,0.0184424275861,Alaska,32
177,B16001_051E,Gujarati,2010,02,0,639829,0.0,Alaska,38
178,B16001_054E,Hindi,2010,02,227,639829,0.0354782293394,Alaska,27
179,B16001_057E,Urdu,2010,02,211,639829,0.0329775611921,Alaska,28
180,B16001_060E,Other Indic languages,2010,02,147,639829,0.022974888603,Alaska,31
181,B16001_063E,Other Indo-European languages,2010,02,646,639829,0.100964476446,Alaska,19
182,B16001_066E,Chinese,2010,02,1311,639829,0.204898496317,Alaska,11
183,B16001_069E,Japanese,2010,02,1846,639829,0.288514587491,Alaska,9
184,B16001_072E,Korean,2010,02,3853,639829,0.602192148215,Alaska,7
185,B16001_075E,"Mon-Khmer, Cambodian",2010,02,271,639829,0.0423550667444,Alaska,25
186,B16001_078E,Hmong,2010,02,1502,639829,0.234750222325,Alaska,10
187,B16001_081E,Thai,2010,02,909,639829,0.142069209117,Alaska,15
188,B16001_084E,Laotian,2010,02,896,639829,0.140037416247,Alaska,16
189,B16001_087E,Vietnamese,2010,02,1103,639829,0.172389810402,Alaska,14
190,B16001_090E,Other Asian languages,2010,02,1147,639829,0.179266647807,Alaska,13
191,B16001_093E,Tagalog,2010,02,14857,639829,2.3220266665,Alaska,3
192,B16001_096E,Other Pacific Island languages,2010,02,5869,639829,0.917276334771,Alaska,4
193,B16001_099E,Navajo,2010,02,107,639829,0.0167232182349,Alaska,33
194,B16001_102E,Other Native North American languages,2010,02,32166,639829,5.02728072657,Alaska,1
195,B16001_105E,Hungarian,2010,02,73,639829,0.0114092984219,Alaska,36
196,B16001_108E,Arabic,2010,02,685,639829,0.107059855055,Alaska,17
197,B16001_111E,Hebrew,2010,02,182,639829,0.0284451001752,Alaska,29
198,B16001_114E,African languages,2010,02,1200,639829,0.187550111045,Alaska,12
199,B16001_117E,Other and unspecified languages,2010,02,228,639829,0.0356345210986,Alaska,26
201,B16001_003E,Spanish or Spanish Creole,2011,02,22226,648323,3.42822944736,Alaska,2
202,B16001_006E,"French (incl. Patois, Cajun)",2011,02,1892,648323,0.291829844075,Alaska,9
203,B16001_009E,French Creole,2011,02,107,648323,0.0165041190888,Alaska,32
204,B16001_012E,Italian,2011,02,486,648323,0.0749626343659,Alaska,22
205,B16001_015E,Portuguese or Portuguese Creole,2011,02,493,648323,0.0760423430913,Alaska,21
206,B16001_018E,German,2011,02,3779,648323,0.582888467631,Alaska,7
207,B16001_021E,Yiddish,2011,02,0,648323,0.0,Alaska,39
208,B16001_024E,Other West Germanic languages,2011,02,393,648323,0.060617932728,Alaska,24
209,B16001_027E,Scandinavian languages,2011,02,795,648323,0.122624062389,Alaska,18
210,B16001_030E,Greek,2011,02,103,648323,0.0158871426743,Alaska,33
211,B16001_033E,Russian,2011,02,4599,648323,0.709368632611,Alaska,5
212,B16001_036E,Polish,2011,02,431,648323,0.0664792086661,Alaska,23
213,B16001_039E,Serbo-Croatian,2011,02,94,648323,0.0144989457416,Alaska,34
214,B16001_042E,Other Slavic languages,2011,02,992,648323,0.153010150804,Alaska,15
215,B16001_045E,Armenian,2011,02,22,648323,0.00339337027994,Alaska,37
216,B16001_048E,Persian,2011,02,146,648323,0.0225196391305,Alaska,31
217,B16001_051E,Gujarati,2011,02,0,648323,0.0,Alaska,38
218,B16001_054E,Hindi,2011,02,172,648323,0.026529985825,Alaska,30
219,B16001_057E,Urdu,2011,02,202,648323,0.031157308934,Alaska,28
220,B16001_060E,Other Indic languages,2011,02,251,648323,0.038715270012,Alaska,26
221,B16001_063E,Other Indo-European languages,2011,02,666,648323,0.10272657302,Alaska,19
222,B16001_066E,Chinese,2011,02,1420,648323,0.21902662716,Alaska,11
223,B16001_069E,Japanese,2011,02,1674,648323,0.258204629483,Alaska,10
224,B16001_072E,Korean,2011,02,4157,648323,0.641192738805,Alaska,6
225,B16001_075E,"Mon-Khmer, Cambodian",2011,02,271,648323,0.0418001520847,Alaska,25
226,B16001_078E,Hmong,2011,02,2196,648323,0.338720051579,Alaska,8
227,B16001_081E,Thai,2011,02,989,648323,0.152547418494,Alaska,16
228,B16001_084E,Laotian,2011,02,853,648323,0.131570220399,Alaska,17
229,B16001_087E,Vietnamese,2011,02,1071,648323,0.165195434992,Alaska,13
230,B16001_090E,Other Asian languages,2011,02,1053,648323,0.162419041126,Alaska,14
231,B16001_093E,Tagalog,2011,02,13750,648323,2.12085642496,Alaska,3
232,B16001_096E,Other Pacific Island languages,2011,02,5881,648323,0.907109573469,Alaska,4
233,B16001_099E,Navajo,2011,02,86,648323,0.0132649929125,Alaska,36
234,B16001_102E,Other Native North American languages,2011,02,31688,648323,4.88768715594,Alaska,1
235,B16001_105E,Hungarian,2011,02,90,648323,0.013881969327,Alaska,35
236,B16001_108E,Arabic,2011,02,530,648323,0.0817493749258,Alaska,20
237,B16001_111E,Hebrew,2011,02,181,648323,0.0279181827577,Alaska,29
238,B16001_114E,African languages,2011,02,1276,648323,0.196815476236,Alaska,12
239,B16001_117E,Other and unspecified languages,2011,02,236,648323,0.0364016084575,Alaska,27
241,B16001_003E,Spanish or Spanish Creole,2012,02,22475,657548,3.41800142347,Alaska,2
242,B16001_006E,"French (incl. Patois, Cajun)",2012,02,2084,657548,0.316935037442,Alaska,9
243,B16001_009E,French Creole,2012,02,154,657548,0.0234203434578,Alaska,31
244,B16001_012E,Italian,2012,02,497,657548,0.0755838357048,Alaska,21
245,B16001_015E,Portuguese or Portuguese Creole,2012,02,281,657548,0.0427345228029,Alaska,24
246,B16001_018E,German,2012,02,3790,657548,0.576383777306,Alaska,7
247,B16001_021E,Yiddish,2012,02,0,657548,0.0,Alaska,38
248,B16001_024E,Other West Germanic languages,2012,02,281,657548,0.0427345228029,Alaska,23
249,B16001_027E,Scandinavian languages,2012,02,646,657548,0.098243778401,Alaska,19
250,B16001_030E,Greek,2012,02,111,657548,0.0168808969079,Alaska,34
251,B16001_033E,Russian,2012,02,4465,657548,0.679037880124,Alaska,5
252,B16001_036E,Polish,2012,02,447,657548,0.0679798280886,Alaska,22
253,B16001_039E,Serbo-Croatian,2012,02,29,657548,0.00441032441738,Alaska,36
254,B16001_042E,Other Slavic languages,2012,02,1050,657548,0.15968415994,Alaska,15
255,B16001_045E,Armenian,2012,02,18,657548,0.00273744274182,Alaska,37
256,B16001_048E,Persian,2012,02,111,657548,0.0168808969079,Alaska,33
257,B16001_051E,Gujarati,2012,02,0,657548,0.0,Alaska,39
258,B16001_054E,Hindi,2012,02,196,657548,0.0298077098554,Alaska,27
259,B16001_057E,Urdu,2012,02,133,657548,0.020226660259,Alaska,32
260,B16001_060E,Other Indic languages,2012,02,254,657548,0.0386283586902,Alaska,25
261,B16001_063E,Other Indo-European languages,2012,02,557,657548,0.0847086448442,Alaska,20
262,B16001_066E,Chinese,2012,02,1392,657548,0.211695572034,Alaska,11
263,B16001_069E,Japanese,2012,02,1902,657548,0.289256449719,Alaska,10
264,B16001_072E,Korean,2012,02,4023,657548,0.611818452797,Alaska,6
265,B16001_075E,"Mon-Khmer, Cambodian",2012,02,184,657548,0.0279827480275,Alaska,28
266,B16001_078E,Hmong,2012,02,2693,657548,0.409551850207,Alaska,8
267,B16001_081E,Thai,2012,02,835,657548,0.12698692719,Alaska,17
268,B16001_084E,Laotian,2012,02,1290,657548,0.196183396497,Alaska,13
269,B16001_087E,Vietnamese,2012,02,1303,657548,0.198160438477,Alaska,12
270,B16001_090E,Other Asian languages,2012,02,928,657548,0.141130381356,Alaska,16
271,B16001_093E,Tagalog,2012,02,14705,657548,2.23633863992,Alaska,3
272,B16001_096E,Other Pacific Island languages,2012,02,6497,657548,0.988064749646,Alaska,4
273,B16001_099E,Navajo,2012,02,172,657548,0.0261577861996,Alaska,29
274,B16001_102E,Other Native North American languages,2012,02,31207,657548,4.74596531356,Alaska,1
275,B16001_105E,Hungarian,2012,02,77,657548,0.0117101717289,Alaska,35
276,B16001_108E,Arabic,2012,02,651,657548,0.0990041791626,Alaska,18
277,B16001_111E,Hebrew,2012,02,162,657548,0.0246369846764,Alaska,30
278,B16001_114E,African languages,2012,02,1169,657548,0.177781698066,Alaska,14
279,B16001_117E,Other and unspecified languages,2012,02,226,657548,0.0343701144251,Alaska,26
281,B16001_003E,Spanish or Spanish Creole,2013,02,22425,665954,3.36734969683,Alaska,2
282,B16001_006E,"French (incl. Patois, Cajun)",2013,02,2195,665954,0.329602344907,Alaska,9
283,B16001_009E,French Creole,2013,02,120,665954,0.0180192625917,Alaska,34
284,B16001_012E,Italian,2013,02,444,665954,0.0666712715893,Alaska,21
285,B16001_015E,Portuguese or Portuguese Creole,2013,02,279,665954,0.0418947855257,Alaska,25
286,B16001_018E,German,2013,02,3662,665954,0.54988783009,Alaska,7
287,B16001_021E,Yiddish,2013,02,0,665954,0.0,Alaska,39
288,B16001_024E,Other West Germanic languages,2013,02,249,665954,0.0373899698778,Alaska,28
289,B16001_027E,Scandinavian languages,2013,02,718,665954,0.107815254507,Alaska,18
290,B16001_030E,Greek,2013,02,140,665954,0.0210224730237,Alaska,31
291,B16001_033E,Russian,2013,02,4426,665954,0.664610468591,Alaska,5
292,B16001_036E,Polish,2013,02,426,665954,0.0639683822006,Alaska,22
293,B16001_039E,Serbo-Croatian,2013,02,32,665954,0.00480513669112,Alaska,37
294,B16001_042E,Other Slavic languages,2013,02,921,665954,0.138297840391,Alaska,16
295,B16001_045E,Armenian,2013,02,3,665954,0.000450481564793,Alaska,38
296,B16001_048E,Persian,2013,02,100,665954,0.0150160521598,Alaska,35
297,B16001_051E,Gujarati,2013,02,123,665954,0.0184697441565,Alaska,33
298,B16001_054E,Hindi,2013,02,290,665954,0.0435465512633,Alaska,24
299,B16001_057E,Urdu,2013,02,272,665954,0.0408436618745,Alaska,26
300,B16001_060E,Other Indic languages,2013,02,486,665954,0.0729780134964,Alaska,20
301,B16001_063E,Other Indo-European languages,2013,02,560,665954,0.0840898920946,Alaska,19
302,B16001_066E,Chinese,2013,02,1634,665954,0.24536229229,Alaska,11
303,B16001_069E,Japanese,2013,02,1752,665954,0.263081233839,Alaska,10
304,B16001_072E,Korean,2013,02,3937,665954,0.59118197353,Alaska,6
305,B16001_075E,"Mon-Khmer, Cambodian",2013,02,205,665954,0.0307829069275,Alaska,30
306,B16001_078E,Hmong,2013,02,3107,665954,0.466548740604,Alaska,8
307,B16001_081E,Thai,2013,02,1105,665954,0.165927376365,Alaska,15
308,B16001_084E,Laotian,2013,02,1469,665954,0.220585806227,Alaska,12
309,B16001_087E,Vietnamese,2013,02,1286,665954,0.193106430774,Alaska,14
310,B16001_090E,Other Asian languages,2013,02,721,665954,0.108265736072,Alaska,17
311,B16001_093E,Tagalog,2013,02,14177,665954,2.12882571469,Alaska,3
312,B16001_096E,Other Pacific Island languages,2013,02,6542,665954,0.982350132291,Alaska,4
313,B16001_099E,Navajo,2013,02,133,665954,0.0199713493725,Alaska,32
314,B16001_102E,Other Native North American languages,2013,02,31735,665954,4.7653441529,Alaska,1
315,B16001_105E,Hungarian,2013,02,90,665954,0.0135144469438,Alaska,36
316,B16001_108E,Arabic,2013,02,388,665954,0.0582622823799,Alaska,23
317,B16001_111E,Hebrew,2013,02,241,665954,0.036188685705,Alaska,29
318,B16001_114E,African languages,2013,02,1415,665954,0.212477138061,Alaska,13
319,B16001_117E,Other and unspecified languages,2013,02,269,665954,0.0403931803098,Alaska,27
321,B16001_003E,Spanish or Spanish Creole,2010,04,1199689,5783756,20.7423860896,Arizona,1
322,B16001_006E,"French (incl. Patois, Cajun)",2010,04,15815,5783756,0.273438229414,Arizona,8
323,B16001_009E,French Creole,2010,04,509,5783756,0.00880050956506,Arizona,37
324,B16001_012E,Italian,2010,04,8229,5783756,0.142277786269,Arizona,15
325,B16001_015E,Portuguese or Portuguese Creole,2010,04,3189,5783756,0.0551371807524,Arizona,25
326,B16001_018E,German,2010,04,22990,5783756,0.397492563656,Arizona,5
327,B16001_021E,Yiddish,2010,04,414,5783756,0.00715797831029,Arizona,38
328,B16001_024E,Other West Germanic languages,2010,04,3083,5783756,0.0533044616682,Arizona,27
329,B16001_027E,Scandinavian languages,2010,04,2505,5783756,0.043310955718,Arizona,29
330,B16001_030E,Greek,2010,04,2770,5783756,0.0478927534287,Arizona,28
331,B16001_033E,Russian,2010,04,7408,5783756,0.128082858267,Arizona,17
332,B16001_036E,Polish,2010,04,6324,5783756,0.10934071216,Arizona,20
333,B16001_039E,Serbo-Croatian,2010,04,9215,5783756,0.159325531713,Arizona,13
334,B16001_042E,Other Slavic languages,2010,04,3551,5783756,0.0613960893233,Arizona,24
335,B16001_045E,Armenian,2010,04,1922,5783756,0.0332310007545,Arizona,32
336,B16001_048E,Persian,2010,04,5332,5783756,0.0921892278997,Arizona,22
337,B16001_051E,Gujarati,2010,04,3148,5783756,0.0544282988425,Arizona,26
338,B16001_054E,Hindi,2010,04,8130,5783756,0.140566095803,Arizona,16
339,B16001_057E,Urdu,2010,04,1941,5783756,0.0335595070055,Arizona,31
340,B16001_060E,Other Indic languages,2010,04,6951,5783756,0.120181418442,Arizona,18
341,B16001_063E,Other Indo-European languages,2010,04,8657,5783756,0.149677821817,Arizona,14
342,B16001_066E,Chinese,2010,04,24895,5783756,0.430429637765,Arizona,4
343,B16001_069E,Japanese,2010,04,6526,5783756,0.112833252302,Arizona,19
